time_in_sec,c
212,22.61112278
213,22.58051605
214,22.55999321
215,22.53630617
216,22.49974815
217,22.4851558
218,22.49414773
219,22.52035
220,22.54945948
221,22.6118629
222,22.67333057
223,22.74312256
224,22.80568051
225,22.84936818
226,22.88228272
227,22.88633765
228,22.87975375
229,22.85822622
230,22.83137557
231,22.80723669
232,22.76813
233,22.723905
234,22.68457168
235,22.64027555
236,22.58330992
237,22.53418297
238,22.47098215
239,22.41341052
240,22.3697621
241,22.32062802
242,22.28435857
243,22.24696512
244,22.21119407
245,22.18525988
246,22.15443763
247,22.12014259
248,22.08896262
249,22.05964406
250,22.03895521
251,22.01667815
252,21.98444877
253,21.95521814
254,21.92999667
255,21.91795248
256,21.90131606
257,21.86885643
258,21.8477284
259,21.82707099
260,21.81316815
261,21.79283728
262,21.77989846
263,21.76631049
264,21.76343148
265,21.73551478
266,21.71804383
267,21.71284012
268,21.69673148
269,21.68579506
270,21.66926198
271,21.66822717
272,21.65604074
273,21.64578025
274,21.63154964
275,21.61917716
276,21.61073545
277,21.59418002
278,21.57784198
279,21.56202533
280,21.55757778
281,21.54086235
282,21.52609414
283,21.52288027
284,21.51206052
285,21.50065244
286,21.49057125
287,21.48361659
288,21.4715429
289,21.45977531
290,21.45065888
291,21.43586514
292,21.44199787
293,21.4415463
294,21.43324727
295,21.4246358
296,21.42337399
297,21.41831571
298,21.41272994
299,21.41026578
300,21.39651602
301,21.38451296
302,21.38502753
303,21.38286049
304,21.38888889
305,21.39124623
306,21.39079762
307,21.3912423
308,21.37276975
309,21.36200952
310,21.36428086
311,21.33504931
312,21.32101691
313,21.29829379
314,21.2837269
315,21.26936328
316,21.2675631
317,21.27042003
318,21.27107254
319,21.26961569
320,21.26747315
321,21.26086087
322,21.25026235
323,21.25682222
324,21.25827198
325,21.24648767
326,21.2472423
327,21.24518913
328,21.23982033
329,21.22946239
330,21.22189064
331,21.21221541
332,21.21415709
333,21.21597415
334,21.21086285
335,21.21998025
336,21.21564074
337,21.20658927
338,21.19516543
339,21.19313272
340,21.20258086
341,21.20142073
342,21.20068421
343,21.20893793
344,21.20958115
345,21.21740679
346,21.21245988
347,21.21509321
348,21.2112858
349,21.21078025
350,21.21274441
351,21.20669853
352,21.20534726
353,21.22179408
354,21.21764198
355,21.21062346
356,21.21529568
357,21.21730741
358,21.21329964
359,21.20688618
360,21.21100087
361,21.21689976
362,21.21508273
363,21.21433642
364,21.21852445
365,21.22623395
366,21.2323216
367,21.23651949
368,21.23651852
369,21.23701445
370,21.24170864
371,21.24689136
372,21.25146235
373,21.25407836
374,21.28520556
375,21.31762407
376,21.36800258
377,21.4247268
378,21.50175214
379,21.58496269
380,21.67251933
381,21.77133399
382,21.8837158
383,21.98961915
384,22.09505523
385,22.19301975
386,22.28257347
387,22.35790769
388,22.43971331
389,22.52496362
390,22.60754138
391,22.68456483
392,22.75674104
393,22.83356446
394,22.90288086
395,22.96331198
396,22.99900742
397,23.03055212
398,23.04651233
399,23.0456259
400,23.03961599
401,23.0297142
402,23.00950709
403,22.9886963
404,22.95261484
405,22.92347994
406,22.88493542
407,22.84781175
408,22.8025972
409,22.7747679
410,22.74772378
411,22.72267224
412,22.69888728
413,22.69421516
414,22.68451236
415,22.67007963
416,22.65891543
417,22.63781757
418,22.63823642
419,22.66370985
420,22.72551083
421,22.7829877
422,22.83010893
423,22.8727404
424,22.89419198
425,22.90423617
426,22.91242931
427,22.91752777
428,22.91223272
429,22.90168857
430,22.88479259
431,22.86583838
432,22.84079753
433,22.8140624
434,22.80356703
435,22.78909383
436,22.77817189
437,22.77423086
438,22.7793503
439,22.76540249
440,22.76773859
441,22.77165499
442,22.77139448
443,22.7655547
444,22.75503086
445,22.74850278
446,22.74746605
447,22.72787894
448,22.71806207
449,22.71938699
450,22.71762123
451,22.70812188
452,22.71428951
453,22.69793395
454,22.69456819
455,22.68791579
456,22.67912555
457,22.67571825
458,22.68176549
459,22.67774591
460,22.6793537
461,22.68485802
462,22.6839179
463,22.69006414
464,22.69468184
465,22.70138765
466,22.69912065
467,22.70486173
468,22.71908025
469,22.71507005
470,22.71287222
471,22.7087321
472,22.71580741
473,22.71089664
474,22.7150984
475,22.70666633
476,22.71506049
477,22.70886049
478,22.70936753
479,22.69757654
480,22.6970691
481,22.68584136
482,22.67932531
483,22.67042341
484,22.66801481
485,22.66413852
486,22.66974327
487,22.66505673
488,22.66418975
489,22.656509
490,22.65072685
491,22.65616914
492,22.66044568
493,22.65805804
494,22.66533118
495,22.66317443
496,22.66364872
497,22.66346296
498,22.66830024
499,22.66726395
500,22.65704222
501,22.65006577
502,22.6409568
503,22.62697556
504,22.62521817
505,22.61144859
506,22.61482691
507,22.61246551
508,22.6111806
509,22.60065864
510,22.58934261
511,22.5838679
512,22.58750247
513,22.58403765
514,22.59286085
515,22.59039717
516,22.57374782
517,22.57091543
518,22.56459536
519,22.56808492
520,22.55649603
521,22.55975098
522,22.56138094
523,22.54746951
524,22.54651728
525,22.53461636
526,22.53634011
527,22.54164384
528,22.56293791
529,22.60822741
530,22.64107686
531,22.67203986
532,22.69633023
533,22.70838456
534,22.7209067
535,22.71284849
536,22.70575123
537,22.69299913
538,22.6763564
539,22.66137436
540,22.64448272
541,22.61262654
542,22.5832231
543,22.56919106
544,22.54870952
545,22.5281843
546,22.49854572
547,22.4829037
548,22.47237939
549,22.46462062
550,22.45220833
551,22.44477319
552,22.4335811
553,22.42375963
554,22.40211329
555,22.39235273
556,22.38221914
557,22.36417963
558,22.34250791
559,22.33047963
560,22.31355062
561,22.29017311
562,22.26459815
563,22.2512723
564,22.25278704
565,22.22954971
566,22.20674048
567,22.19854656
568,22.18556605
569,22.1778867
570,22.16454319
571,22.15196514
572,22.13787075
573,22.12542925
574,22.1119321
575,22.10994997
576,22.09130741
577,22.08072286
578,22.06571419
579,22.05361111
580,22.04458431
581,22.03420679
582,22.02877407
583,22.02130741
584,22.01177876
585,22.00644074
586,21.99823116
587,21.99617364
588,22.00867343
589,22.02583368
590,22.04576015
591,22.05900889
592,22.06726173
593,22.06290309
594,22.05692935
595,22.05428889
596,22.04027286
597,22.02854971
598,22.01448155
599,21.99450396
600,21.98411393
601,21.98076207
602,21.96576481
603,21.96207531
604,21.9510642
605,21.93353085
606,21.93467249
607,21.93250926
608,21.92264691
609,21.92175123
610,21.92446667
611,21.91384163
612,21.90652559
613,21.90445396
614,21.91093632
615,21.90512684
616,21.8994929
617,21.88764815
618,21.88776605
619,21.88904378
620,21.90306335
621,21.89949725
622,21.90134445
623,21.90423457
624,21.91107648
625,21.9038999
626,21.90560062
627,21.91111081
628,21.91785985
629,21.91423951
630,21.91586082
631,21.9184775
632,21.92297284
633,21.91542963
634,21.90477407
635,21.90466358
636,21.90169198
637,21.90297715
638,21.88789843
639,21.87856358
640,21.87282373
641,21.86403395
642,21.85027534
643,21.84627346
644,21.84815556
645,21.8439752
646,21.83857681
647,21.83166975
648,21.82475646
649,21.81879815
650,21.81926638
651,21.81928262
652,21.82117001
653,21.8139053
654,21.81628364
655,21.81254104
656,21.80845926
657,21.813567
658,21.81001907
659,21.80472716
660,21.80712931
661,21.8021633
662,21.82496358
663,21.85983642
664,21.89811701
665,21.95074652
666,22.01433827
667,22.09237002
668,22.17623983
669,22.25242472
670,22.35841763
671,22.4503069
672,22.54118048
673,22.61861394
674,22.69221267
675,22.75832524
676,22.83068486
677,22.88529417
678,22.93302123
679,22.98110617
680,23.00867936
681,23.02007843
682,23.02992716
683,23.0161314
684,23.0057189
685,22.9863037
686,22.96006079
687,22.92446328
688,22.88645556
689,22.84798673
690,22.81288244
691,22.75977651
692,22.7310716
693,22.70397716
694,22.67978917
695,22.65892122
696,22.63702253
697,22.61263325
698,22.59409976
699,22.57849573
700,22.56498525
701,22.54626819
702,22.54713519
703,22.54644457
704,22.59725652
705,22.65933927
706,22.72603238
707,22.79821204
708,22.85381204
709,22.90132369
710,22.9343874
711,22.9500028
712,22.95954048
713,22.94829136
714,22.92431605
715,22.90283519
716,22.87963339
717,22.85546019
718,22.82289903
719,22.78457222
720,22.77080276
721,22.75388856
722,22.72845679
723,22.72392963
724,22.71177125
725,22.70608551
726,22.70292037
727,22.70591639
728,22.69175281
729,22.67789136
730,22.66816667
731,22.66481697
732,22.65248086
733,22.64378575
734,22.63552004
735,22.63216078
736,22.63716049
737,22.64070062
738,22.63213335
739,22.63401455
740,22.6269117
741,22.62938673
742,22.63987778
743,22.67445617
744,22.7156988
745,22.77446457
746,22.82925951
747,22.87442322
748,22.91003395
749,22.93539136
750,22.94163433
751,22.94190611
752,22.95205369
753,22.93800926
754,22.91769971
755,22.88942691
756,22.8680466
757,22.84964568
758,22.83781085
759,22.8250225
760,22.81369417
761,22.81198086
762,22.7919772
763,22.79992371
764,22.77995968
765,22.76647778
766,22.74896387
767,22.73749601
768,22.73146296
769,22.71963395
770,22.71610215
771,22.70584532
772,22.69563889
773,22.68624404
774,22.67683804
775,22.67542077
776,22.6622661
777,22.65132047
778,22.65461922
779,22.64210272
780,22.62846857
781,22.62595185
782,22.62179815
783,22.61567222
784,22.61692128
785,22.60969477
786,22.6297321
787,22.63527332
788,22.67228704
789,22.72696889
790,22.78334477
791,22.82448301
792,22.86644289
793,22.88774259
794,22.90646854
795,22.9111871
796,22.90914844
797,22.90532091
798,22.89098117
799,22.88866488
800,22.88631667
801,22.87427441
802,22.87561669
803,22.87941077
804,22.87818086
805,22.87771327
806,22.87281879
807,22.87148923
808,22.87866605
809,22.86839753
810,22.87150382
811,22.86993491
812,22.86908741
813,22.85912928
814,22.85164198
815,22.84834198
816,22.84279478
817,22.83910309
818,22.84520988
819,22.83236857
820,22.82110396
821,22.80045322
822,22.77909807
823,22.76328363
824,22.73510956
825,22.71880675
826,22.69609049
827,22.67861667
828,22.66105679
829,22.6509176
830,22.63994778
831,22.62540061
832,22.60911296
833,22.60019352
834,22.59092369
835,22.57608422
836,22.56526667
837,22.55295188
838,22.54217906
839,22.52590525
840,22.5164031
841,22.5062408
842,22.50054049
843,22.48670098
844,22.47689198
845,22.47252778
846,22.47824662
847,22.46913086
848,22.45685122
849,22.45280617
850,22.44638249
851,22.44668857
852,22.44765494
853,22.45254673
854,22.45320462
855,22.45218856
856,22.44279357
857,22.43177531
858,22.4232642
859,22.41364294
860,22.39191111
861,22.37724195
862,22.35629228
863,22.34400926
864,22.31286852
865,22.29973578
866,22.27837626
867,22.26264869
868,22.25294815
869,22.25094907
870,22.2483679
871,22.25104478
872,22.25705709
873,22.26564757
874,22.27734975
875,22.27807154
876,22.27779843
877,22.28309359
878,22.28090309
879,22.28135648
880,22.27826765
881,22.27301358
882,22.26078896
883,22.25604939
884,22.22961597
885,22.21982072
886,22.21932802
887,22.21084691
888,22.19895556
889,22.18874877
890,22.1737216
891,22.15724013
892,22.13257621
893,22.12193333
894,22.10849237
895,22.10775462
896,22.10090896
897,22.09335123
898,22.0720448
899,22.06599506
900,22.0658725
901,22.04824133
902,22.04019154
903,22.0235772
904,22.01658
905,22.00701235
906,21.99838425
907,21.98319326
908,21.97810864
909,21.96700467
910,21.96590269
911,21.96536908
912,21.95389137
913,21.9581923
914,21.9565374
915,21.95241939
916,21.94293084
917,21.92647538
918,21.91582667
919,21.90670062
920,21.8997389
921,21.88549409
922,21.88389259
923,21.88045896
924,21.87956569
925,21.87307258
926,21.86450864
927,21.86199383
928,21.8537127
929,21.83264815
930,21.82399753
931,21.81116481
932,21.81220556
933,21.79739355
934,21.79996139
935,21.8039441
936,21.80915185
937,21.81085679
938,21.80649656
939,21.80976824
940,21.80205404
941,21.80477512
942,21.79382619
943,21.78472963
944,21.76904914
945,21.76790175
946,21.75651914
947,21.73923278
948,21.7326991
949,21.72617899
950,21.72883148
951,21.74688606
952,21.76033429
953,21.80571577
954,21.85268074
955,21.90664568
956,21.97302496
957,22.05106861
958,22.11696974
959,22.19526914
960,22.2866105
961,22.36744506
962,22.46277597
963,22.54908703
964,22.61214078
965,22.68632559
966,22.74001699
967,22.80206092
968,22.85371722
969,22.89262778
970,22.89587307
971,22.90777469
972,22.8996284
973,22.87604473
974,22.85980036
975,22.83794809
976,22.79886017
977,22.7556268
978,22.73279568
979,22.72069604
980,22.70670096
981,22.68620277
982,22.66917102
983,22.63640673
984,22.61529913
985,22.60000741
986,22.58783306
987,22.57910457
988,22.56724724
989,22.5664046
990,22.55390935
991,22.56298765
992,22.5935
993,22.62282716
994,22.64967247
995,22.67786949
996,22.70748362
997,22.72818827
998,22.74613304
999,22.75806513
1000,22.76735954
1001,22.76102593
1002,22.75469567
1003,22.73891267
1004,22.7202583
1005,22.71332811
1006,22.71205582
1007,22.7096358
1008,22.71512284
1009,22.71727747
1010,22.7387821
1011,22.76399781
1012,22.7795969
1013,22.80178642
1014,22.83903922
1015,22.87076986
1016,22.88640868
1017,22.90767716
1018,22.92830983
1019,22.92885591
1020,22.91775655
1021,22.88795078
1022,22.86572223
1023,22.85140993
1024,22.83076547
1025,22.81337309
1026,22.79117132
1027,22.77005525
1028,22.74673986
1029,22.71324607
1030,22.68479038
1031,22.66803145
1032,22.66529074
1033,22.66733551
1034,22.67895617
1035,22.6717784
1036,22.65684727
1037,22.63321912
1038,22.61299546
1039,22.58259321
1040,22.55957999
1041,22.54132357
1042,22.53786173
1043,22.53265
1044,22.53706173
1045,22.53723546
1046,22.52667809
1047,22.52995185
1048,22.53900607
1049,22.52197251
1050,22.53913586
1051,22.54623359
1052,22.57119693
1053,22.58509104
1054,22.59573333
1055,22.6040679
1056,22.61025067
1057,22.6253626
1058,22.63499222
1059,22.63263025
1060,22.64003733
1061,22.62007478
1062,22.59784537
1063,22.56017662
1064,22.5281679
1065,22.49077932
1066,22.467559
1067,22.4578263
1068,22.47727346
1069,22.50253675
1070,22.53262373
1071,22.59447346
1072,22.64074885
1073,22.69121011
1074,22.73241081
1075,22.76526979
1076,22.78866049
1077,22.79252501
1078,22.77858117
1079,22.73122538
1080,22.67241321
1081,22.62202351
1082,22.57745062
1083,22.51451049
1084,22.49249136
1085,22.49667099
1086,22.51397099
1087,22.55189136
1088,22.58075251
1089,22.61956423
1090,22.67314038
1091,22.72993766
1092,22.79253025
1093,22.84401015
1094,22.86625157
1095,22.85673833
1096,22.82844448
1097,22.7835716
1098,22.73339294
1099,22.68284321
1100,22.62562407
1101,22.57929228
1102,22.54636653
1103,22.51426269
1104,22.48877155
1105,22.49739357
1106,22.51310521
1107,22.53274407
1108,22.51164977
1109,22.48090288
1110,22.43990556
1111,22.40002744
1112,22.3307358
1113,22.27644159
1114,22.20854321
1115,22.14465301
1116,22.0771216
1117,22.00661473
1118,21.92738148
1119,21.86428242
1120,21.80140623
1121,21.74254456
1122,21.68850209
1123,21.64351888
1124,21.58713766
1125,21.5387377
1126,21.49091567
1127,21.44436014
1128,21.41295112
1129,21.36271692
1130,21.32567901
1131,21.27962806
1132,21.24109261
1133,21.20942279
1134,21.17122501
1135,21.14263056
1136,21.1017629
1137,21.07757037
1138,21.03450161
1139,21.0021139
1140,20.96871025
1141,20.93561111
1142,20.90117008
1143,20.86194506
1144,20.83325466
1145,20.81139064
1146,20.77824259
1147,20.74337256
1148,20.71531173
1149,20.68378299
1150,20.6560216
1151,20.63343404
1152,20.61493457
1153,20.59506511
1154,20.57644173
1155,20.54708425
1156,20.52985985
1157,20.51090652
1158,20.4892083
1159,20.46766911
1160,20.44533423
1161,20.43613444
1162,20.41349716
1163,20.38558296
1164,20.37646469
1165,20.35309444
1166,20.34695123
1167,20.33675051
1168,20.3239068
1169,20.31145765
1170,20.30299778
1171,20.29032311
1172,20.27603302
1173,20.26707748
1174,20.25319717
1175,20.26081543
1176,20.26479815
1177,20.25828792
1178,20.26639106
1179,20.26956329
1180,20.25727037
1181,20.25317843
1182,20.23884877
1183,20.23052291
1184,20.22458429
1185,20.20180154
1186,20.18257431
1187,20.16512434
1188,20.1503237
1189,20.13855617
1190,20.12518827
1191,20.11807248
1192,20.10120679
1193,20.08780404
1194,20.08309601
1195,20.06824419
1196,20.06221549
1197,20.05663181
1198,20.04627593
1199,20.03508678
1200,20.03124691
1201,20.01949046
1202,20.01127073
1203,20.01249223
1204,19.99985617
1205,19.99926233
1206,19.98818051
1207,19.98577808
1208,19.97519169
1209,19.96975309
1210,19.96648951
1211,19.96329976
1212,19.95818121
1213,19.9573987
1214,19.94773827
1215,19.9459231
1216,19.92878533
1217,19.92918588
1218,19.90811296
1219,19.9073859
1220,19.89460123
1221,19.88363328
1222,19.87859788
1223,19.86072741
1224,19.85867278
1225,19.84053647
1226,19.8386678
1227,19.83633457
1228,19.82991975
1229,19.82343457
1230,19.81007252
1231,19.80684477
1232,19.80204074
1233,19.80295252
1234,19.79608604
1235,19.79340838
1236,19.78838491
1237,19.7891331
1238,19.81429101
1239,19.86368333
1240,19.9355126
1241,20.00985706
1242,20.09421612
1243,20.18454843
1244,20.26982627
1245,20.36078772
1246,20.45536102
1247,20.54383481
1248,20.63865247
1249,20.74416353
1250,20.84204065
1251,20.93127344
1252,21.02479908
1253,21.11726082
1254,21.19336561
1255,21.26931815
1256,21.33879419
1257,21.40572901
1258,21.47650185
1259,21.53597436
1260,21.60337963
1261,21.67868802
1262,21.75454074
1263,21.83211822
1264,21.91688668
1265,22.00934877
1266,22.07834727
1267,22.18510283
1268,22.27517692
1269,22.3551457
1270,22.42785098
1271,22.50399728
1272,22.5771596
1273,22.6434636
1274,22.69697891
1275,22.74569877
1276,22.79431056
1277,22.84502564
1278,22.89430037
1279,22.91975925
1280,22.9312352
1281,22.92356969
1282,22.90410837
1283,22.88184705
1284,22.82917828
1285,22.80277659
1286,22.77010926
1287,22.73206131
1288,22.71317407
1289,22.69437164
1290,22.68269841
1291,22.67009198
1292,22.66132536
1293,22.64247469
1294,22.62680531
1295,22.61433243
1296,22.60637716
1297,22.59362994
1298,22.58853273
1299,22.57279506
1300,22.56360612
1301,22.55686537
1302,22.54668178
1303,22.53731694
1304,22.55530438
1305,22.58641667
1306,22.63330989
1307,22.69182136
1308,22.73885707
1309,22.78210249
1310,22.81804933
1311,22.82711514
1312,22.82712682
1313,22.81959664
1314,22.8031096
1315,22.78643617
1316,22.76935621
1317,22.76921631
1318,22.75359625
1319,22.72224848
1320,22.71321827
1321,22.68396567
1322,22.6741719
1323,22.64587654
1324,22.63021975
1325,22.6261009
1326,22.60671833
1327,22.59030497
1328,22.57313862
1329,22.58109106
1330,22.6002691
1331,22.61398052
1332,22.64543765
1333,22.67369186
1334,22.72311945
1335,22.78261392
1336,22.83431793
1337,22.8775179
1338,22.89185954
1339,22.88810804
1340,22.86966698
1341,22.83350617
1342,22.79140494
1343,22.75638183
1344,22.71230283
1345,22.67749288
1346,22.6476669
1347,22.61444235
1348,22.60919233
1349,22.60854568
1350,22.62789974
1351,22.66221012
1352,22.68640596
1353,22.7407262
1354,22.80067559
1355,22.86360835
1356,22.90836852
1357,22.93666878
1358,22.94270177
1359,22.92487222
1360,22.89968365
1361,22.84557283
1362,22.78835679
1363,22.72457001
1364,22.6611963
1365,22.62173922
1366,22.6183463
1367,22.64206667
1368,22.65140028
1369,22.69970006
1370,22.73958115
1371,22.79894691
1372,22.85829719
1373,22.90753802
1374,22.95788852
1375,22.96811173
1376,22.96044004
1377,22.94517469
1378,22.90564475
1379,22.85121143
1380,22.78970462
1381,22.74152963
1382,22.70064962
1383,22.67545714
1384,22.65986543
1385,22.66938519
1386,22.69476328
1387,22.7346692
1388,22.78459946
1389,22.85226973
1390,22.90533245
1391,22.94980494
1392,22.96767222
1393,22.96440062
1394,22.94993694
1395,22.91180086
1396,22.86880736
1397,22.80072745
1398,22.73314695
1399,22.66724783
1400,22.5753277
1401,22.48193148
1402,22.40186886
1403,22.32110673
1404,22.22991828
1405,22.15132317
1406,22.07599162
1407,21.98536756
1408,21.92222686
1409,21.84927099
1410,21.78185518
1411,21.71221144
1412,21.6539179
1413,21.59305728
1414,21.53505185
1415,21.49187469
1416,21.4389919
1417,21.38556324
1418,21.33282778
1419,21.28647998
1420,21.24323185
1421,21.19550037
1422,21.15555841
1423,21.1234642
1424,21.06999472
1425,21.02311485
1426,20.99338358
1427,20.95260863
1428,20.92069898
1429,20.87621103
1430,20.84797773
1431,20.82363545
1432,20.78768618
1433,20.76440035
1434,20.73977752
1435,20.71468272
1436,20.6922182
1437,20.66719845
1438,20.63540312
1439,20.60898148
1440,20.57575023
1441,20.54824107
1442,20.51865383
1443,20.4968873
1444,20.47473981
1445,20.45655126
1446,20.43175406
1447,20.41224751
1448,20.39316352
1449,20.36604444
1450,20.35664478
1451,20.34920778
1452,20.34950802
1453,20.36010467
1454,20.3555741
1455,20.35884201
1456,20.34476632
1457,20.3427188
1458,20.32533951
1459,20.2997205
1460,20.28813336
1461,20.26333519
1462,20.24428952
1463,20.23101975
1464,20.21439234
1465,20.20044843
1466,20.18518119
1467,20.15467654
1468,20.13432374
1469,20.12953827
1470,20.09814952
1471,20.07554784
1472,20.06677778
1473,20.0517321
1474,20.0424558
1475,20.03496795
1476,20.03043564
1477,20.00947805
1478,19.99452222
1479,19.97999383
1480,19.96257562
1481,19.95408326
1482,19.93887621
1483,19.92786789
1484,19.90404008
1485,19.89738552
1486,19.88625904
1487,19.88391296
1488,19.87427192
1489,19.85712102
1490,19.84771662
1491,19.84600679
1492,19.8274954
1493,19.80565494
1494,19.7991179
1495,19.78641996
1496,19.78382437
1497,19.7711077
1498,19.74770186
1499,19.71874445
1500,19.69628025
1501,19.68862401
1502,19.68357866
1503,19.67634349
1504,19.65815523
1505,19.64383883
1506,19.62513646
1507,19.60864112
1508,19.58765206
1509,19.58167593
1510,19.5772133
1511,19.55760988
1512,19.54514807
1513,19.54081752
1514,19.54050062
1515,19.53482494
1516,19.52400775
1517,19.51922164
1518,19.49771014
1519,19.4847756
1520,19.47645126
1521,19.45865769
1522,19.46433243
1523,19.44901852
1524,19.44362135
1525,19.42749691
1526,19.42289208
1527,19.44737688
1528,19.49614383
1529,19.5432883
1530,19.59348975
1531,19.64244136
1532,19.69791801
1533,19.75079938
1534,19.8013252
1535,19.87413986
1536,19.94011012
1537,20.01522438
1538,20.08442456
1539,20.15704506
1540,20.23614354
1541,20.34065522
1542,20.44309794
1543,20.54518801
1544,20.65737248
1545,20.7436873
1546,20.84157316
1547,20.93553606
1548,21.03187377
1549,21.11954781
1550,21.21172868
1551,21.29462654
1552,21.3814126
1553,21.47700117
1554,21.55942654
1555,21.64954099
1556,21.74959099
1557,21.85294321
1558,21.94874568
1559,22.05533797
1560,22.14794074
1561,22.23491073
1562,22.32521728
1563,22.4011308
1564,22.47883067
1565,22.56347223
1566,22.65589599
1567,22.74326515
1568,22.83685247
1569,22.89030001
1570,22.91100496
1571,22.91471484
1572,22.90539383
1573,22.8716713
1574,22.8447917
1575,22.80577925
1576,22.76183149
1577,22.72797496
1578,22.694038
1579,22.62398792
1580,22.5632984
1581,22.50470926
1582,22.47320777
1583,22.45425284
1584,22.48030677
1585,22.5315451
1586,22.57874444
1587,22.62835904
1588,22.65632819
1589,22.66918607
1590,22.68009748
1591,22.6841463
1592,22.68744444
1593,22.68901852
1594,22.6698963
1595,22.64635802
1596,22.60942872
1597,22.54125183
1598,22.50109136
1599,22.47823245
1600,22.48067807
1601,22.48783457
1602,22.53611109
1603,22.60958982
1604,22.6731358
1605,22.75890281
1606,22.82837533
1607,22.87337544
1608,22.91519049
1609,22.92951944
1610,22.91717065
1611,22.91720309
1612,22.90349761
1613,22.89570654
1614,22.87416046
1615,22.89722959
1616,22.90466572
1617,22.92895393
1618,22.9530484
1619,22.95917559
1620,22.95770654
1621,22.94136138
1622,22.92564414
1623,22.90307809
1624,22.88748669
1625,22.86752543
1626,22.83220395
1627,22.80143462
1628,22.77691142
1629,22.75379012
1630,22.72740988
1631,22.70740584
1632,22.67549133
1633,22.6435194
1634,22.61818799
1635,22.60434074
1636,22.57788306
1637,22.54665189
1638,22.5384587
1639,22.55776642
1640,22.57597062
1641,22.62990071
1642,22.67681729
1643,22.72462426
1644,22.77819038
1645,22.81509936
1646,22.83526822
1647,22.86041937
1648,22.88352716
1649,22.86933922
1650,22.84409325
1651,22.79497469
1652,22.7395213
1653,22.68373889
1654,22.65617654
1655,22.63167037
1656,22.62186914
1657,22.62132369
1658,22.64869541
1659,22.68945427
1660,22.70978051
1661,22.74011675
1662,22.7699858
1663,22.80637654
1664,22.82816509
1665,22.85201605
